t, ax, ay, az, da
2112, -27909, -894, 15796, -13455.5
2113, -26851, -798, 15850, -12403.0
2114, -25745, -660, 15936, -11134.0
2115, -24417, -544, 16020, -9705.0
2116, -23214, -418, 16057, -8258.0
2117, -22536, -331, 15996, -7223.0
2118, -21674, -264, 15920, -6444.5
2119, -19926, -130, 15969, -5052.5
2120, -17950, -2, 16083, -2978.0
2121, -16594, -24, 16120, -1183.5
2122, -15534, -98, 16088, -21.0
2123, -14183, -94, 16088, 1133.5
2124, -12513, -102, 16156, 2676.0
2125, -10756, 14, 16237, 4518.0
2126, -9040, 184, 16324, 6481.5
2127, -7369, 57, 16439, 8297.5
2128, -5790, -181, 16526, 9841.0
2129, -4206, -286, 16559, 11311.0
2130, -2587, -388, 16587, 12839.5
2131, -1132, -512, 16620, 14294.0
2132, 238, -579, 16637, 15636.0
2133, 1807, -622, 16658, 17069.5
2134, 1807, -622, 16658, 17843.0
2135, 5112, -732, 16793, 19508.0
2136, 5112, -732, 16793, 21173.0
2137, 7856, -790, 16901, 22570.0
2138, 7856, -790, 16901, 23967.0
2139, 11144, -890, 16947, 25584.0
2140, 11144, -890, 16947, 27201.0
2141, 13880, -987, 16998, 28546.0
2142, 13880, -987, 16998, 29891.0
2143, 16886, -848, 17045, 31487.0
2144, 18232, -880, 17102, 33768.5
2145, 18232, -880, 17102, 34454.0
2146, 20668, -859, 17178, 35720.5
2147, 20668, -859, 17178, 36987.0
2148, 23095, -804, 17254, 38266.0
2149, 23095, -804, 17254, 39545.0
2150, 25316, -706, 17333, 40744.0
2151, 25316, -706, 17333, 41943.0
2152, 26898, -669, 17366, 42769.0
2153, 26898, -669, 17366, 43595.0
2154, 28931, -444, 17453, 44767.5
2155, 28931, -444, 17453, 45940.0
2156, 29511, -441, 17478, 46244.0
2157, 29996, -415, 17452, 46790.5
2158, 30782, -307, 17467, 47487.5
2159, 31349, -148, 17490, 48316.5
2160, 31634, -30, 17458, 48876.5
2161, 32228, 24, 17424, 49369.0
2162, 32764, 158, 17427, 50012.5
2163, 32764, 357, 17440, 50455.0
2164, 32764, 564, 17472, 50680.5
2165, 32764, 866, 17534, 50982.0
2166, 32764, 1170, 17545, 51321.5
2167, 32764, 1465, 17476, 51592.0
2168, 32764, 1844, 17433, 51873.0
2169, 32764, 2209, 17464, 52239.0
2170, 32764, 2569, 17480, 52625.0
2171, 32764, 2939, 17453, 52984.5
2172, 32764, 3169, 17443, 53266.0
2173, 32764, 3279, 17447, 53433.0
2174, 32083, 3394, 17416, 53191.5
2175, 31288, 3468, 17364, 52506.5
2176, 30457, 3380, 17315, 51636.0
2177, 29442, 3231, 17268, 50546.5
2178, 28605, 3136, 17258, 49470.0
2179, 27810, 2930, 17282, 48510.5
2180, 26557, 2599, 17252, 47215.0
2181, 25262, 2290, 17189, 45574.5
2182, 24244, 1983, 17153, 44060.5
2183, 23041, 1625, 17095, 42570.5
2184, 21630, 1278, 17015, 40842.0
2185, 20306, 1020, 16972, 39110.5
2186, 18974, 782, 16965, 37509.5
2187, 17542, 548, 16961, 35886.0
2188, 17542, 548, 16961, 35051.0
2189, 14506, 246, 16854, 33328.5
2190, 14506, 246, 16854, 31606.0
2191, 11503, -22, 16710, 29898.5
2192, 11503, -22, 16710, 28191.0
2193, 8607, -214, 16664, 26624.0
2194, 8607, -214, 16664, 25057.0
2195, 5715, -426, 16582, 23464.0
2196, 5715, -426, 16582, 21871.0
2197, 2481, -441, 16482, 20196.5
2198, 2481, -441, 16482, 18522.0
2199, 1054, -493, 16440, 17761.5
2200, -491, -555, 16374, 16164.5
2201, -2062, -596, 16304, 14487.0
2202, -3475, -634, 16248, 12892.5
2203, -4852, -650, 16211, 11424.0
2204, -6281, -654, 16206, 9990.0
2205, -7669, -697, 16200, 8552.5
2206, -9059, -744, 16155, 7093.0
2207, -10554, -732, 16106, 5586.0
2208, -12055, -714, 16069, 4060.0
2209, -13397, -715, 16034, 2611.0
2210, -14675, -696, 16002, 1276.5
2211, -16032, -710, 15942, -84.5
2212, -17330, -757, 15869, -1509.0
2213, -18543, -790, 15836, -2857.5
2214, -19904, -819, 15804, -4208.0
2215, -21243, -818, 15732, -5624.0
2216, -22270, -821, 15670, -6875.0
2217, -23377, -906, 15628, -8038.0
2218, -24736, -1032, 15603, -9410.0
2219, -25900, -1091, 15600, -10778.0
2220, -26877, -1103, 15572, -11899.5
2221, -27923, -1165, 15516, -12990.0
2222, -28943, -1230, 15488, -14128.5
2223, -29662, -1228, 15491, -15042.0
2224, -30135, -1246, 15503, -15638.5
2225, -30811, -1280, 15489, -16240.0
2226, -31700, -1296, 15450, -17074.0
2227, -32311, -1327, 15459, -17862.5
2228, -32666, -1349, 15498, -18348.0
2229, -32764, -1363, 15486, -18579.0
2230, -32764, -1341, 15448, -18649.0
2231, -32764, -1341, 15448, -18657.0
2232, -32764, -1325, 15524, -18611.0
2233, -32764, -1325, 15524, -18565.0
2234, -32764, -1295, 15554, -18535.0
2235, -32764, -1295, 15554, -18505.0
2236, -32764, -1283, 15578, -18487.0
2237, -32764, -1283, 15578, -18469.0
2238, -32764, -1298, 15600, -18465.5
2239, -32764, -1298, 15600, -18462.0
2240, -32070, -1178, 15583, -18063.5
2241, -32070, -1178, 15583, -17665.0
2242, -31208, -1112, 15646, -17169.5
2243, -29571, -1031, 15759, -15758.5
2244, -29571, -1031, 15759, -14843.0
2245, -28082, -888, 15731, -14041.0
2246, -28082, -888, 15731, -13239.0
2247, -25784, -677, 15894, -11903.0
2248, -25784, -677, 15894, -10567.0
2249, -23332, -476, 15984, -9195.5
2250, -23332, -476, 15984, -7824.0
2251, -21778, -258, 15945, -6957.5
2252, -21778, -258, 15945, -6091.0
2253, -20312, -174, 15934, -5321.5
2254, -18332, -82, 16026, -3470.0
2255, -16773, -57, 16137, -1540.5
2256, -15698, -82, 16174, -149.5
2257, -14430, -51, 16153, 1033.0
2258, -12688, -44, 16162, 2551.0
2259, -10841, 45, 16217, 4425.5
2260, -9247, 161, 16294, 6314.5
2261, -7777, 30, 16390, 7925.5
2262, -6204, -159, 16483, 9381.5
2263, -4488, -230, 16544, 10973.0
2264, -2821, -305, 16575, 12637.5
2265, -1384, -432, 16587, 14110.0
2266, 16, -555, 16597, 15414.5
2267, 1618, -628, 16618, 16833.0
2268, 3294, -660, 16679, 18460.5
2269, 4808, -692, 16771, 20100.0
2270, 6218, -759, 16831, 21588.5
2271, 7670, -824, 16856, 22996.0
2272, 9230, -840, 16892, 24492.0
2273, 10886, -844, 16940, 26132.0
2274, 12415, -880, 16990, 27753.5
2275, 13698, -964, 17031, 29145.0
2276, 15028, -984, 17046, 30427.5
2277, 16603, -910, 17070, 31926.5
2278, 18061, -866, 17134, 33546.0
2279, 19254, -850, 17186, 34959.5
2280, 20568, -825, 17192, 36262.5
2281, 21949, -814, 17196, 37633.0
2282, 22998, -808, 17232, 38876.5
2283, 23949, -738, 17286, 39959.5
2284, 25120, -630, 17327, 41157.0
2285, 26052, -615, 17314, 42284.0
2286, 26685, -624, 17267, 43039.5
2287, 26685, -624, 17267, 43328.0
2288, 28915, -465, 17386, 44582.0
2289, 28915, -465, 17386, 45836.0
2290, 29833, -415, 17396, 46325.0
2291, 29833, -415, 17396, 46814.0
2292, 31289, -221, 17468, 47675.0
2293, 31289, -221, 17468, 48536.0
2294, 32273, -10, 17484, 49141.5
2295, 32273, -10, 17484, 49747.0
2296, 32764, 392, 17533, 50218.0
2297, 32764, 392, 17585, 50715.0
2298, 32764, 624, 17595, 50862.0
2299, 32764, 849, 17574, 51085.0
2300, 32764, 1131, 17535, 51308.5
2301, 32764, 1508, 17492, 51597.0
2302, 32764, 1891, 17489, 51954.0
2303, 32764, 2210, 17516, 52317.0
2304, 32764, 2533, 17498, 52642.5
2305, 32764, 2846, 17417, 52911.0
2306, 32764, 3100, 17370, 53130.5
2307, 32764, 3299, 17395, 53346.0
2308, 32293, 3416, 17378, 53272.5
2309, 31317, 3420, 17293, 52558.5
2310, 30486, 3319, 17242, 51538.5
2311, 29619, 3176, 17239, 50540.5
2312, 28731, 3054, 17236, 49527.5
2313, 27918, 2870, 17228, 48518.5
2314, 26674, 2532, 17183, 47202.5
2315, 25264, 2172, 17120, 45472.5
2316, 24254, 1914, 17122, 43923.0
2317, 23172, 1649, 17117, 42614.0
2318, 21744, 1304, 17034, 41010.0
2319, 20399, 1018, 16976, 39237.5
2320, 19181, 783, 16982, 37669.5
2321, 17788, 525, 16970, 36114.5
2322, 16248, 367, 16906, 34402.0
2323, 14730, 268, 16826, 32672.5
2324, 13234, 116, 16754, 30964.0
2325, 11738, -24, 16693, 29255.5
2326, 10266, -146, 16645, 27586.0
2327, 8851, -254, 16602, 25982.0
2328, 7459, -341, 16564, 24440.5
2329, 5937, -431, 16533, 22860.5
2330, 5937, -431, 16533, 22039.0
2331, 2825, -485, 16458, 20418.5
2332, 2825, -485, 16458, 18798.0
2333, -204, -508, 16388, 17237.0
2334, -204, -508, 16388, 15676.0
2335, -3175, -567, 16320, 14127.0
2336, -3175, -567, 16320, 12578.0
2337, -6135, -630, 16252, 11032.5
2338, -6135, -630, 16252, 9487.0
2339, -8857, -585, 16176, 8110.5
2340, -8857, -585, 16176, 6734.0
2341, -10352, -551, 16089, 5960.0
2342, -13132, -646, 15931, 3669.5
2343, -13132, -646, 15931, 2153.0
2344, -15865, -662, 15868, 747.0
2345, -15865, -662, 15868, -659.0
2346, -18408, -738, 15809, -1998.0
2347, -18408, -738, 15809, -3337.0
2348, -21129, -868, 15687, -4823.5
2349, -21129, -868, 15687, -6310.0
2350, -23228, -870, 15643, -7382.5
2351, -23228, -870, 15643, -8455.0
2352, -24625, -972, 15618, -9217.0
2353, -25854, -1063, 15591, -10652.5
2354, -26721, -1098, 15574, -11785.5
2355, -27776, -1173, 15534, -12830.0
2356, -28956, -1240, 15497, -14057.0
2357, -29678, -1218, 15516, -15039.5
2358, -30137, -1196, 15553, -15580.0
2359, -30827, -1244, 15550, -16150.5
2360, -31620, -1312, 15527, -16963.0
2361, -32164, -1346, 15529, -17693.0
2362, -32595, -1368, 15548, -18198.0
2363, -32764, -1396, 15528, -18523.5
2364, -32764, -1404, 15477, -18661.5
2365, -32764, -1406, 15471, -18695.0
2366, -32764, -1380, 15499, -18672.0
2367, -32764, -1346, 15487, -18634.0
2368, -32764, -1349, 15474, -18631.0
2369, -32764, -1325, 15503, -18612.5
2370, -32764, -1304, 15512, -18571.0
2371, -32764, -1331, 15529, -18561.0
2372, -32757, -1290, 15584, -18514.5
2373, -32361, -1234, 15608, -18225.0
2374, -32060, -1232, 15622, -17828.5
2375, -31310, -1165, 15690, -17227.5
2376, -30340, -1090, 15776, -16219.5
2377, -29703, -1058, 15811, -15302.0
2378, -29163, -969, 15794, -14644.0
2379, -28240, -891, 15797, -13836.0
2380, -27057, -826, 15845, -12686.0
2381, -25946, -728, 15877, -11417.5
2382, -24766, -638, 15890, -10155.5
2383, -23539, -527, 15934, -8823.0
2384, -22729, -527, 15934, -7727.0
2385, -22027, -404, 15887, -6933.0
2386, -22027, -404, 15887, -6544.0
2387, -18548, -130, 16022, -4600.0
2388, -18548, -130, 16022, -2656.0
2389, -15990, -68, 16174, -1270.0
2390, -15990, -68, 16174, 116.0
2391, -13094, -121, 16145, 1523.0
2392, -13094, -121, 16145, 2930.0
2393, -9492, 163, 16308, 4954.5
2394, -9492, 163, 16308, 6979.0
2395, -7891, 172, 16393, 7826.5
2396, -6365, 1, 16440, 9375.0
2397, -4735, -150, 16488, 10839.5
2398, -3097, -247, 16584, 12421.5
2399, -1625, -327, 16677, 13982.5
2400, -210, -445, 16709, 15389.5
2401, 1360, -540, 16722, 16798.0
2402, 3017, -582, 16769, 18373.0
2403, 4599, -646, 16834, 19995.5
2404, 6092, -699, 16868, 21524.0
2405, 7530, -736, 16876, 22965.5
2406, 9075, -781, 16916, 24440.0
2407, 10781, -780, 16981, 26096.0
2408, 12304, -821, 17005, 27735.0
2409, 13513, -930, 16974, 29022.5
2410, 14838, -912, 16962, 30222.5
2411, 16482, -798, 17018, 31795.0
2412, 17975, -789, 17088, 33488.0
2413, 19114, -854, 17106, 34820.0
2414, 20378, -865, 17101, 35990.0
2415, 21807, -798, 17150, 37386.5
2416, 22915, -742, 17241, 38786.5
2417, 23813, -724, 17302, 39902.5
2418, 24976, -697, 17326, 40998.0
2419, 26062, -690, 17328, 42152.5
2420, 26725, -654, 17319, 43045.0
2421, 27616, -538, 17363, 43915.5
2422, 28824, -442, 17453, 45138.0
2423, 29478, -402, 17460, 46185.5
2424, 29734, -373, 17391, 46644.0
2425, 30433, -317, 17399, 47133.5
2426, 31210, -210, 17472, 47993.5
2427, 31546, -80, 17480, 48709.0
2428, 31984, 52, 17466, 49224.0
2429, 31984, 52, 17466, 49502.0
2430, 32764, 344, 17542, 50076.0
2431, 32764, 344, 17542, 50650.0
2432, 32764, 752, 17478, 50822.0
2433, 32764, 752, 17478, 50994.0
2434, 32764, 1430, 17576, 51382.0
2435, 32764, 1430, 17576, 51770.0
2436, 32764, 2044, 17488, 52033.0
2437, 32764, 2044, 17488, 52296.0
2438, 32764, 2762, 17499, 52660.5
2439, 32764, 2762, 17499, 53025.0
2440, 32764, 3108, 17560, 53228.5
2441, 32194, 3300, 17457, 53191.5
2442, 32194, 3300, 17457, 52951.0
2443, 30662, 3373, 17351, 52168.5
2444, 30662, 3373, 17351, 51386.0
2445, 28932, 3232, 17314, 50432.0
2446, 28932, 3232, 17314, 49478.0
2447, 26897, 2632, 17208, 48107.5
2448, 26897, 2632, 17208, 46737.0
2449, 24478, 2054, 17119, 45194.0
2450, 24478, 2054, 17119, 43651.0
2451, 23453, 1743, 17103, 42975.0
2452, 22112, 1392, 17032, 41417.5
2453, 20697, 1083, 16977, 39646.5
2454, 19358, 823, 16936, 37937.0
2455, 18012, 581, 16892, 36301.0
2456, 16548, 444, 16855, 34666.0
2457, 14978, 348, 16815, 32994.0
2458, 13486, 126, 16774, 31263.5
2459, 12114, -84, 16728, 29572.0
2460, 10599, -184, 16652, 27912.5
2461, 8977, -268, 16585, 26180.5
2462, 7542, -352, 16582, 24533.0
2463, 6108, -475, 16580, 22992.5
2464, 4465, -572, 16526, 21316.0
2465, 2890, -546, 16478, 19620.5
2466, 1467, -540, 16455, 18102.0
2467, -52, -597, 16420, 16576.5
2468, -1622, -625, 16360, 14942.0
2469, -3067, -678, 16298, 13333.0
2470, -4491, -733, 16240, 11784.5
2471, -5928, -703, 16197, 10291.0
2472, -7320, -687, 16164, 8861.5
2473, -8785, -686, 16114, 7400.0
2474, -10298, -649, 16056, 5876.0
2475, -11716, -687, 15994, 4350.0
2476, -13020, -728, 15924, 2883.5
2477, -14313, -678, 15853, 1519.0
2478, -15705, -682, 15790, 132.5
2479, -17056, -719, 15768, -1302.0
2480, -18287, -722, 15766, -2625.0
2481, -19662, -779, 15720, -3982.0
2482, -21022, -800, 15662, -5440.5
2483, -21022, -800, 15662, -6160.0
2484, -23079, -766, 15673, -7166.0
2485, -23079, -766, 15673, -8172.0
2486, -25644, -1042, 15644, -9607.0
2487, -25644, -1042, 15644, -11042.0
2488, -27616, -1064, 15544, -12089.0
2489, -27616, -1064, 15544, -13136.0
2490, -29443, -1142, 15475, -14123.0
2491, -29443, -1142, 15475, -15110.0
2492, -30593, -1202, 15476, -15714.5
2493, -30593, -1202, 15476, -16319.0
2494, -31518, -1288, 15493, -16816.0
2495, -32126, -1297, 15502, -17617.0
2496, -32507, -1313, 15503, -18119.0
2497, -32764, -1324, 15461, -18472.0
2498, -32764, -1310, 15432, -18634.5
2499, -32764, -1342, 15470, -18639.0
2500, -32764, -1368, 15486, -18641.0
2501, -32764, -1387, 15451, -18673.0
2502, -32764, -1397, 15476, -18692.5
2503, -32764, -1360, 15541, -18634.0
2504, -32764, -1360, 15549, -18579.0
2505, -32764, -1386, 15532, -18596.5
2506, -32764, -1366, 15545, -18601.5
2507, -32640, -1317, 15573, -18484.5
2508, -32306, -1250, 15602, -18169.0
2509, -31531, -1182, 15648, -17509.5
2510, -30540, -1134, 15714, -16512.5
2511, -29748, -1101, 15766, -15521.5
2512, -29154, -1092, 15775, -14777.0
2513, -28387, -1071, 15774, -14077.5
2514, -27396, -941, 15798, -13111.5
2515, -26373, -795, 15833, -11937.0
2516, -25090, -722, 15900, -10623.5
2517, -23655, -587, 15998, -9078.0
2518, -22810, -484, 16002, -7768.0
2519, -22252, -478, 15884, -7069.0
2520, -20834, -349, 15852, -6088.5
2521, -18758, -148, 15984, -4126.5
2522, -17200, -83, 16106, -2049.5
2523, -16211, -51, 16120, -659.5
2524, -15000, 14, 16105, 488.5
2525, -13328, 14, 16159, 1982.0
2526, -11486, 134, 16263, 3878.0
2527, -9710, 316, 16348, 5932.5
2528, -9710, 316, 16348, 6954.0
2529, -6434, 72, 16487, 8539.5
2530, -6434, 72, 16487, 10125.0
2531, -3098, -96, 16656, 11793.5
2532, -3098, -96, 16656, 13462.0
2533, -416, -297, 16637, 14693.0
2534, -416, -297, 16637, 15924.0
2535, 3040, -484, 16727, 17603.5
2536, 3040, -484, 16727, 19283.0
2537, 5936, -647, 16812, 20692.0
2538, 5936, -647, 16812, 22101.0
2539, 7313, -755, 16814, 22736.5
2540, 10549, -840, 16901, 24991.0
2541, 10549, -840, 16901, 26610.0
2542, 13339, -936, 16928, 27970.5
2543, 13339, -936, 16928, 29331.0
2544, 16236, -948, 17043, 30831.0
2545, 16236, -948, 17043, 32331.0
2546, 18904, -945, 17090, 33690.0
2547, 18904, -945, 17090, 35049.0
2548, 20093, -888, 17140, 35697.0
2549, 21540, -814, 17263, 37167.0
2550, 22733, -778, 17352, 38648.0
2551, 23615, -775, 17346, 39746.5
2552, 24724, -747, 17324, 40743.5
2553, 25890, -712, 17368, 41923.5
2554, 26690, -664, 17421, 42996.5
2555, 27469, -564, 17422, 43887.0
2556, 28485, -496, 17417, 44866.5
2557, 29247, -484, 17437, 45803.0
2558, 29717, -408, 17462, 46485.5
2559, 30435, -299, 17507, 47207.0
2560, 31139, -245, 17523, 48030.0
2561, 31395, -216, 17463, 48529.5
2562, 31770, -169, 17428, 48835.5
2563, 32537, -60, 17493, 49499.5
2564, 32764, 111, 17554, 50199.5
2565, 32764, 256, 17516, 50482.5
2566, 32764, 405, 17463, 50584.0
2567, 32764, 692, 17498, 50793.0
2568, 32764, 1034, 17550, 51151.0
2569, 32764, 1306, 17533, 51475.5
2570, 32764, 1613, 17491, 51735.5
2571, 32764, 1613, 17491, 51868.0
2572, 32764, 2424, 17512, 52284.0
2573, 32764, 2796, 17506, 52883.0
2574, 32764, 3106, 17476, 53206.0
2575, 32458, 3393, 17437, 53317.0
2576, 31763, 3661, 17393, 53052.5
2577, 30970, 3736, 17344, 52433.5
2578, 30046, 3649, 17276, 51510.5
2579, 29214, 3614, 17220, 50509.5
2580, 28484, 3521, 17223, 49638.0
2581, 27329, 3232, 17214, 48501.5
2582, 27329, 3232, 17214, 47775.0
2583, 24832, 2533, 17078, 46109.0
2584, 24832, 2533, 17078, 44443.0
2585, 22364, 1844, 17013, 42832.0
2586, 22364, 1844, 17013, 41221.0
2587, 19561, 1135, 16994, 39455.5
2588, 19561, 1135, 16994, 37690.0
2589, 16784, 548, 16906, 35964.0
2590, 16784, 548, 16906, 34238.0
2591, 13740, 232, 16786, 32498.0
2592, 13740, 232, 16786, 30758.0
2593, 12231, 52, 16747, 29894.0
2594, 10670, -90, 16700, 28155.0
2595, 9131, -244, 16649, 26408.0
2596, 7722, -375, 16642, 24762.5
2597, 6263, -484, 16640, 23204.0
2598, 4622, -567, 16583, 21528.5
2599, 3041, -620, 16510, 19784.5
2600, 1583, -676, 16449, 18143.5
2601, 59, -753, 16382, 16522.0
2602, -1477, -790, 16314, 14867.5
2603, -2893, -813, 16274, 13307.5
2604, -4331, -916, 16248, 11784.5
2605, -5816, -981, 16220, 10212.0
2606, -7222, -996, 16192, 8698.5
2607, -8651, -1023, 16144, 7222.0
2608, -10159, -974, 16073, 5705.0
2609, -11622, -959, 15990, 4174.5
2610, -12923, -1002, 15924, 2704.0
2611, -14129, -967, 15914, 1408.5
2612, -15464, -951, 15914, 158.5
2613, -16838, -947, 15884, -1201.0
2614, -18070, -919, 15841, -2524.5
2615, -19378, -960, 15779, -3853.5
2616, -20741, -1007, 15721, -5293.0
2617, -21838, -967, 15703, -6564.5
2618, -22846, -901, 15691, -7579.0
2619, -24092, -887, 15659, -8688.0
2620, -25406, -919, 15625, -10010.0
2621, -26340, -930, 15613, -11178.5
2622, -27118, -978, 15608, -12072.5
2623, -28342, -1080, 15552, -13179.0
2624, -29410, -1106, 15489, -14448.5
2625, -29410, -1106, 15489, -15027.0
2626, -30452, -1116, 15492, -15551.5
2627, -30452, -1116, 15492, -16076.0
2628, -31929, -1125, 15454, -16838.0
2629, -31929, -1125, 15454, -17600.0
2630, -32764, -1199, 15446, -18058.5
2631, -32764, -1199, 15446, -18517.0
2632, -32764, -1243, 15437, -18543.5
2633, -32764, -1243, 15437, -18570.0
2634, -32764, -1243, 15504, -18536.5
2635, -32764, -1243, 15504, -18503.0
2636, -32764, -1254, 15527, -18497.0
2637, -32764, -1238, 15554, -18469.5
2638, -32764, -1178, 15586, -18402.0
2639, -32764, -1205, 15608, -18358.5
2640, -32764, -1205, 15608, -18361.0
2641, -32035, -1126, 15623, -17949.5
2642, -32035, -1126, 15623, -17538.0
2643, -30692, -1085, 15669, -16823.0
2644, -30692, -1085, 15669, -16108.0
2645, -29176, -1000, 15763, -15260.5
2646, -29176, -1000, 15763, -14413.0
2647, -28596, -902, 15737, -14087.0
2648, -27626, -812, 15766, -13216.5
2649, -26444, -750, 15850, -12008.0
2650, -25179, -672, 15928, -10633.5
2651, -23908, -546, 15996, -9190.5
2652, -23053, -436, 16024, -7961.5
2653, -22453, -402, 15968, -7176.0
2654, -21198, -366, 15939, -6256.0
2655, -19132, -267, 16041, -4491.5
2656, -17338, -203, 16160, -2369.5
2657, -16275, -174, 16184, -823.0
2658, -15177, -138, 16150, 285.0
2659, -13578, -141, 16146, 1631.0
2660, -11739, -59, 16195, 3412.0
2661, -10010, 107, 16271, 5382.5
2662, -8405, 130, 16371, 7232.0
2663, -6774, 16, 16471, 8904.5
2664, -5088, -106, 16528, 10523.5
2665, -3416, -209, 16549, 12129.0
2666, -1924, -340, 16565, 13612.5
2667, -584, -462, 16591, 14923.0
2668, 941, -510, 16633, 16304.5
2669, 2651, -560, 16684, 17919.5
2670, 2651, -560, 16684, 18775.0
2671, 5714, -689, 16756, 20278.0
2672, 7206, -780, 16810, 22508.5
2673, 8741, -826, 16879, 24015.0
2674, 10384, -828, 16924, 25637.0
2675, 11984, -875, 16943, 27266.0
2676, 13294, -938, 16975, 28691.5
2677, 14539, -940, 17025, 29977.5
2678, 16047, -865, 17072, 31439.0
2679, 17530, -806, 17114, 33046.0
2680, 18707, -816, 17164, 34446.5
2681, 18707, -816, 17164, 35055.0
2682, 21348, -785, 17286, 36452.0
2683, 21348, -785, 17286, 37849.0
2684, 23558, -739, 17305, 38986.5
2685, 23558, -739, 17305, 40124.0
2686, 25825, -594, 17341, 41348.0
2687, 25825, -594, 17341, 42572.0
2688, 27250, -568, 17308, 43281.0
2689, 27250, -568, 17308, 43990.0
2690, 29240, -398, 17332, 45082.0
2691, 29240, -398, 17394, 46205.0
2692, 29660, -383, 17424, 46468.5
2693, 30257, -353, 17430, 47017.5
2694, 30986, -322, 17428, 47713.0
2695, 31408, -246, 17405, 48329.5
2696, 31868, -109, 17409, 48867.5
2697, 32606, 20, 17453, 49623.5
2698, 32764, 149, 17471, 50231.5
2699, 32764, 293, 17456, 50448.5
2700, 32764, 499, 17469, 50622.5
2701, 32764, 817, 17514, 50913.5
2702, 32764, 1179, 17518, 51278.0
2703, 32764, 1532, 17476, 51616.5
2704, 32764, 1853, 17464, 51926.5
2705, 32764, 2181, 17494, 52260.0
2706, 32764, 2589, 17498, 52645.0
2707, 32764, 2968, 17473, 53028.0
2708, 32764, 3220, 17484, 53336.5
2709, 32678, 3423, 17498, 53533.5
2710, 31822, 3570, 17428, 53209.5
2711, 30888, 3615, 17325, 52324.0
2712, 30094, 3551, 17264, 51368.5
2713, 29284, 3434, 17228, 50427.5
2714, 28486, 3270, 17208, 49455.0
2715, 27418, 2956, 17186, 48262.0
2716, 25997, 2600, 17134, 46645.5
2717, 24770, 2326, 17095, 44961.0
2718, 23767, 2040, 17081, 43539.5
2719, 22533, 1690, 17049, 42080.0
2720, 21095, 1342, 17007, 40358.0
2721, 19679, 1025, 16978, 38563.0
2722, 18294, 756, 16957, 36844.5
2723, 16871, 579, 16932, 35194.5
2724, 16871, 579, 16932, 34382.0
2725, 13864, 243, 16825, 32657.0
2726, 13864, 243, 16825, 30932.0
2727, 11000, -138, 16767, 29280.5
2728, 11000, -138, 16767, 27629.0
2729, 7804, -312, 16652, 25886.5
2730, 7804, -312, 16652, 24144.0
2731, 4838, -513, 16533, 22501.0
2732, 4838, -513, 16533, 20858.0
2733, 1762, -585, 16442, 19238.5
2734, 1762, -585, 16442, 17619.0
2735, 304, -610, 16376, 16844.5
2736, -1228, -668, 16319, 15246.5
2737, -2689, -714, 16292, 13656.0
2738, -5552, -832, 16194, 11349.5
2739, -5552, -832, 16194, 9810.0
2740, -8389, -766, 16107, 8381.0
2741, -8389, -766, 16107, 6952.0
2742, -11269, -766, 16032, 5474.5
2743, -11269, -766, 16032, 3997.0
2744, -13878, -804, 15968, 2641.5
2745, -13878, -804, 15968, 1286.0
2746, -15192, -787, 15964, 635.5
2747, -16546, -838, 15941, -729.0
2748, -17806, -862, 15890, -2110.5
2749, -19109, -872, 15820, -3469.5
2750, -20510, -828, 15762, -4868.5
2751, -21652, -750, 15738, -6120.0
2752, -22628, -788, 15702, -7189.0
2753, -23932, -932, 15622, -8478.0
2754, -25316, -1057, 15548, -10033.5
2755, -26256, -1095, 15526, -11325.0
2756, -27128, -1107, 15515, -12272.5
2757, -28323, -1180, 15471, -13376.0
2758, -29317, -1220, 15440, -14564.5
2759, -29840, -1182, 15462, -15328.5
2760, -30437, -1188, 15494, -15845.5
2761, -31316, -1250, 15486, -16605.5
2762, -32048, -1284, 15458, -17477.0
2763, -32504, -1314, 15477, -18107.5
2764, -32764, -1338, 15514, -18464.5
2765, -32764, -1318, 15510, -18580.0
2766, -32764, -1294, 15501, -18564.5
2767, -32764, -1282, 15517, -18543.0
2768, -32764, -1285, 15517, -18530.5
2769, -32764, -1285, 15517, -18532.0
2770, -32764, -1290, 15550, -18518.0
2771, -32764, -1256, 15553, -18485.5
2772, -32764, -1241, 15565, -18453.5
2773, -32764, -1214, 15624, -18397.0
2774, -32764, -1190, 15634, -18337.0
2775, -32344, -1178, 15606, -18118.0
2776, -31638, -1121, 15631, -17522.0
2777, -30752, -1027, 15705, -16601.0
2778, -29926, -961, 15776, -15592.5
2779, -29304, -934, 15772, -14788.5
2780, -29304, -934, 15772, -14466.0
2781, -27700, -841, 15706, -13650.5
2782, -27700, -841, 15706, -12835.0
2783, -25416, -604, 15888, -11483.5
2784, -25416, -604, 15888, -10132.0
2785, -22965, -356, 16006, -8723.5
2786, -22965, -356, 16006, -7315.0
2787, -21151, -285, 15892, -6429.5
2788, -21151, -285, 15892, -5544.0
2789, -17411, -106, 15966, -3547.5
2790, -17411, 12, 16095, -1427.5
2791, -16247, -18, 16154, -707.5
2792, -15212, -58, 16128, 373.5
2793, -13788, -108, 16102, 1532.0
2794, -11976, -53, 16163, 3170.0
2795, -10135, 170, 16265, 5217.0
2796, -8524, 212, 16340, 7164.0
2797, -6970, -18, 16394, 8717.0
2798, -5281, -197, 16432, 10180.0
2799, -3556, -303, 16483, 11789.0
2800, -2012, -436, 16569, 13372.5
